IP Address,Port,Country,Anonymity,Speed
103.3.77.204,5678,GB,Elite (HIA),1ms
39.108.102.73,5678,IN,Elite (HIA),2ms
95.161.151.238,1080,CA,Elite (HIA),2ms
195.66.89.209,5678,NL,Elite (HIA),2ms
221.120.218.188,8080,US,Elite (HIA),2ms
51.195.209.238,30001,IN,Elite (HIA),2ms
103.248.30.2,9092,AT,Elite (HIA),3ms
178.128.232.123,45639,SK,Elite (HIA),3ms
45.81.225.94,5678,PL,Elite (HIA),2ms
209.141.33.219,4153,TH,Elite (HIA),2ms
103.212.93.241,4153,IN,Elite (HIA),2ms
212.89.173.101,4145,TH,Elite (HIA),2ms
85.159.104.220,4145,US,Elite (HIA),3ms
83.168.84.141,4145,IN,Elite (HIA),2ms
125.24.56.159,23456,US,Elite (HIA),10.4s
103.59.203.145,4145,TH,Elite (HIA),1ms
110.78.149.43,5432,US,Transparent (NOA),82ms
75.119.206.18,5678,ID,Elite (HIA),1ms
116.199.170.17,80,BD,Elite (HIA),1ms
66.207.184.21,8080,CA,Elite (HIA),2ms
159.192.91.134,23991,PL,Elite (HIA),2ms
209.143.1.244,30000,ID,Elite (HIA),2ms
119.47.90.45,5678,BR,Elite (HIA),2ms
103.35.108.206,4153,IN,Elite (HIA),2ms
172.65.165.93,42832,SG,Elite (HIA),3ms
176.115.14.32,5678,CA,Elite (HIA),2ms
114.4.121.90,10001,FR,Elite (HIA),2ms
170.81.160.124,80,US,Elite (HIA),2ms
117.195.89.240,80,US,Elite (HIA),2ms
168.138.174.23,55539,US,Elite (HIA),2ms
107.173.209.7,23456,ID,Elite (HIA),2ms
82.66.49.123,8080,BO,Elite (HIA),2ms
24.125.77.113,5678,AR,Elite (HIA),2ms
75.119.205.16,5678,TH,Elite (HIA),2ms
68.183.128.131,5678,TH,Elite (HIA),2ms
139.255.19.250,5678,TW,Elite (HIA),2ms
190.186.23.99,8080,US,Elite (HIA),2ms
201.251.155.253,5096,CN,Elite (HIA),2ms
180.183.64.159,11537,NL,Elite (HIA),1ms
183.88.192.215,23456,US,Elite (HIA),2ms
165.154.227.154,4842,US,Elite (HIA),3ms
38.127.179.67,13978,US,Elite (HIA),2ms
117.83.173.216,33108,SC,Elite (HIA),82ms
212.118.41.204,8080,ID,Elite (HIA),2ms
82.117.252.143,4145,BR,Elite (HIA),2ms
74.95.1.114,3629,US,Elite (HIA),2ms
71.167.151.15,31337,CN,Elite (HIA),2ms
197.234.13.49,5432,ID,Elite (HIA),2ms
103.85.60.129,9797,IR,Elite (HIA),2ms
186.251.255.185,5678,US,Elite (HIA),2ms
45.196.151.59,3629,BD,Elite (HIA),2ms
221.229.252.98,17880,IN,Elite (HIA),1ms
36.95.56.66,7777,ES,Elite (HIA),2ms
81.12.104.35,52616,US,Elite (HIA),2ms
98.126.214.156,4153,CN,Elite (HIA),2ms
115.127.75.26,49252,CN,Elite (HIA),83ms
103.211.8.201,61401,US,Elite (HIA),85ms
213.96.91.165,80,TR,Elite (HIA),2ms
75.119.205.47,1080,TH,Elite (HIA),3ms
121.13.252.60,4782,ID,Elite (HIA),2ms
120.27.14.145,50660,BD,Elite (HIA),2ms
5.161.100.145,8080,MX,Elite (HIA),1ms
178.254.168.12,5678,TH,Elite (HIA),2ms
118.174.232.4,31337,US,Elite (HIA),2ms
103.214.54.90,4153,RU,Elite (HIA),3ms
110.76.129.30,37683,EC,Elite (HIA),87ms
201.159.103.97,9050,CA,Elite (HIA),2ms
183.88.74.73,55617,US,Elite (HIA),81ms
149.28.100.114,80,CN,Elite (HIA),1ms
178.154.228.16,45157,ES,Elite (HIA),2ms
190.214.50.158,55050,NG,Elite (HIA),2ms
104.19.171.188,15724,ID,Elite (HIA),2ms
132.148.244.30,4673,BR,Elite (HIA),2ms
171.88.42.180,4145,IR,Elite (HIA),1ms
213.96.98.213,7497,US,Elite (HIA),82ms
41.216.175.214,5678,JP,Elite (HIA),2ms
114.141.61.2,37908,IT,Elite (HIA),2ms
189.85.112.20,80,BR,Elite (HIA),2ms
81.12.124.113,4145,GE,Elite (HIA),2ms
167.71.184.82,4145,NG,Elite (HIA),1ms
43.153.174.16,1080,GE,Elite (HIA),82ms
37.34.72.132,5678,PK,Elite (HIA),2ms
168.227.158.13,1080,JP,Elite (HIA),1ms
78.40.104.5,5678,UA,Elite (HIA),2ms
154.113.161.145,8030,GB,Elite (HIA),2ms
78.40.104.5,5678,ID,Elite (HIA),87ms
210.2.149.91,1080,US,Elite (HIA),3ms
164.52.24.141,3629,SG,Elite (HIA),2ms
91.215.61.181,8362,GB,Elite (HIA),1ms
180.210.222.205,7497,GB,Elite (HIA),82ms
222.165.226.221,56981,VE,Elite (HIA),1ms
192.169.249.16,22773,KR,Elite (HIA),2ms
206.189.85.92,5678,UA,Elite (HIA),1ms
31.22.7.188,5566,IN,Elite (HIA),1ms
134.209.23.68,5678,US,Elite (HIA),2ms
186.188.43.25,4145,CN,Elite (HIA),1ms
125.141.139.110,26589,IE,Elite (HIA),2ms
185.138.230.68,1080,CN,Elite (HIA),2ms
103.59.203.189,56792,TH,Elite (HIA),2ms
157.185.176.44,23456,ID,Elite (HIA),81ms
114.231.8.16,4145,DE,Elite (HIA),2ms
217.115.115.252,5678,IR,Elite (HIA),1ms
110.87.13.5,4003,TH,Elite (HIA),1ms
61.7.138.71,1080,BR,Elite (HIA),1ms
103.140.88.250,4145,NP,Elite (HIA),3ms
172.105.251.72,3128,TH,Elite (HIA),31.4s
5.201.140.196,47694,BR,Elite (HIA),2ms
125.25.43.217,5678,SC,Elite (HIA),82ms
201.20.88.5,4145,FR,Elite (HIA),2ms
116.90.229.186,4145,VN,Elite (HIA),2ms
124.120.106.86,80,UA,Elite (HIA),82ms
177.126.95.225,1080,US,Elite (HIA),82ms
197.234.13.29,1080,SY,Elite (HIA),6ms
178.16.130.81,5001,CO,Elite (HIA),3ms
113.160.164.181,5678,CA,Elite (HIA),83ms
178.150.113.211,5678,DE,Elite (HIA),1ms
170.130.55.153,80,CN,Elite (HIA),3ms
82.137.245.31,9064,BR,Elite (HIA),2ms
186.97.236.242,20015,CA,Elite (HIA),3ms
172.67.38.96,31337,BO,Elite (HIA),2ms
172.104.145.22,12028,US,Elite (HIA),82ms
111.75.57.220,4153,CA,Elite (HIA),4ms
186.251.255.253,11537,GB,Elite (HIA),3ms
173.209.38.72,80,AR,Elite (HIA),2ms
181.115.152.114,80,CO,Elite (HIA),7ms
38.127.172.18,1080,IN,Elite (HIA),3ms
172.67.255.224,1080,IR,Elite (HIA),3ms
185.162.228.128,1080,IR,Elite (HIA),84ms
186.126.2.191,808,IN,Elite (HIA),82ms
209.14.112.5,30319,KG,Elite (HIA),2ms
103.47.93.241,7497,ID,Elite (HIA),2ms
185.105.237.231,4153,US,Elite (HIA),1ms
109.125.132.244,443,US,Elite (HIA),3ms
159.89.163.128,46656,TR,Elite (HIA),2ms
77.235.28.229,46656,CN,Elite (HIA),2ms
202.159.19.213,4153,DE,Elite (HIA),2ms
38.127.172.95,1080,SG,Elite (HIA),1ms
38.127.172.42,58351,BE,Elite (HIA),3ms
62.244.227.65,13989,UA,Elite (HIA),1ms
123.59.100.245,15747,IN,Elite (HIA),2ms
155.133.83.237,1085,CA,Elite (HIA),82ms
45.32.127.117,4145,PL,Elite (HIA),83ms
80.200.67.156,26589,BR,Elite (HIA),3ms
5.58.53.216,13110,MX,Elite (HIA),2ms
103.59.200.26,1080,US,Elite (HIA),2ms
157.185.173.217,4145,CN,Elite (HIA),2ms
77.65.23.74,443,MW,Elite (HIA),1ms
200.81.144.1,9999,IN,Elite (HIA),2ms
189.201.191.67,4145,VN,Elite (HIA),1ms
43.153.90.69,53989,US,Elite (HIA),2ms
218.17.253.158,5678,CA,Elite (HIA),2ms
105.234.156.109,13335,LV,Elite (HIA),3ms
128.199.16.89,80,AR,Elite (HIA),1ms
27.72.29.7,4153,KH,Elite (HIA),2ms
172.64.130.68,9991,SG,Elite (HIA),81ms
104.27.37.131,4145,PH,Elite (HIA),2ms
80.232.253.108,443,US,Elite (HIA),1ms
45.172.108.53,4145,AR,Elite (HIA),2ms
202.124.43.250,443,KR,Elite (HIA),3ms
43.134.169.221,2350,CA,Elite (HIA),2ms
152.32.78.24,999,BR,Elite (HIA),3ms
43.153.58.204,80,US,Elite (HIA),3ms
131.221.64.152,4145,US,Elite (HIA),3ms
175.229.79.45,22533,BR,Elite (HIA),1ms
104.25.87.42,5432,CA,Elite (HIA),2ms
189.106.62.102,5678,NL,Elite (HIA),2ms
75.177.9.84,13335,IR,Elite (HIA),2ms
45.196.150.155,54330,CN,Elite (HIA),3ms
187.95.136.46,4153,GB,Elite (HIA),2ms
172.67.181.234,10800,CN,Elite (HIA),2ms
206.189.15.100,44469,PK,Elite (HIA),3ms
46.100.10.3,38801,CN,Elite (HIA),2ms
60.223.244.119,5678,KH,Elite (HIA),2ms
51.89.45.60,10705,BR,Elite (HIA),1ms
220.189.96.187,5678,CA,Elite (HIA),2ms
203.99.57.145,4153,BO,Elite (HIA),84ms
47.113.179.6,80,CO,Elite (HIA),2ms
119.15.90.78,5678,ID,Elite (HIA),2ms
177.223.238.20,5678,KR,Elite (HIA),2ms
104.27.122.6,5430,CA,Elite (HIA),1ms
200.58.76.160,80,CA,Elite (HIA),2ms
190.61.61.70,80,CN,Elite (HIA),2ms
36.37.71.84,80,FR,Elite (HIA),32.2s
150.107.80.2,36180,CN,Elite (HIA),1ms
104.25.244.70,28477,US,Transparent (NOA),3ms
104.25.244.70,3128,ID,Elite (HIA),83ms
218.24.16.198,39593,BZ,Elite (HIA),6ms
46.105.108.208,8080,BR,Elite (HIA),3ms
223.155.121.75,80,PE,Elite (HIA),2ms
8.42.68.249,3629,ID,Elite (HIA),2ms
182.253.168.68,4153,CN,Elite (HIA),2ms
203.23.103.127,443,FR,Elite (HIA),24.4s
187.95.82.38,4145,BR,Elite (HIA),3ms
181.66.37.53,29439,TH,Transparent (NOA),1ms
202.159.30.81,4145,ZA,Elite (HIA),2ms
222.129.36.1,4145,FR,Elite (HIA),2ms
51.210.249.202,6060,US,Elite (HIA),1ms
168.205.218.26,3128,AR,Elite (HIA),2ms
101.51.105.12,11537,KH,Elite (HIA),2ms
41.57.139.185,7071,TH,Elite (HIA),2ms
213.32.91.205,33427,VN,Elite (HIA),2ms
38.127.172.28,4145,DE,Elite (HIA),11ms
181.5.219.244,16355,ID,Elite (HIA),2ms
116.212.142.75,4154,US,Elite (HIA),3ms
110.78.148.198,3629,CA,Elite (HIA),2ms
125.212.225.132,11537,CN,Elite (HIA),1ms
146.70.101.95,443,ES,Elite (HIA),2ms
112.215.33.114,1080,US,Elite (HIA),2ms
38.127.179.84,4145,US,Elite (HIA),2ms
49.51.98.58,4145,SG,Elite (HIA),2ms
58.55.134.85,64935,MN,Elite (HIA),83ms
79.154.160.181,64830,RS,Elite (HIA),3ms
199.187.210.54,5678,BD,Elite (HIA),82ms
72.206.181.105,1080,ID,Elite (HIA),1ms
128.199.149.20,5678,BR,Elite (HIA),1ms
203.98.76.64,34040,AR,Elite (HIA),82ms
185.157.47.236,4153,DE,Elite (HIA),83ms
103.86.200.48,7303,PL,Elite (HIA),2ms
36.37.104.98,22139,SC,Elite (HIA),2ms
179.107.51.95,9050,BD,Elite (HIA),2ms
181.3.67.102,36902,TH,Elite (HIA),1ms
159.69.43.215,4145,TH,Elite (HIA),2ms
195.93.173.116,7497,DE,Elite (HIA),2ms
197.234.13.61,8080,SG,Elite (HIA),2ms
118.67.216.94,12370,IN,Elite (HIA),2ms
202.29.237.187,443,NL,Elite (HIA),2ms
180.183.69.89,4145,TH,Elite (HIA),1ms
95.111.250.18,80,ID,Elite (HIA),2ms
43.134.167.51,4145,IN,Elite (HIA),2ms
103.251.222.1,4153,BR,Elite (HIA),2ms
194.87.59.99,1080,ID,Elite (HIA),3ms
110.78.146.14,4145,SC,Elite (HIA),2ms
103.79.96.177,5678,RS,Elite (HIA),2ms
103.47.93.198,4145,BR,Elite (HIA),2ms
177.66.195.114,4145,JP,Elite (HIA),3ms
223.25.98.84,4153,ID,Elite (HIA),2ms
197.234.13.34,443,RS,Elite (HIA),5ms
178.22.221.201,17538,UA,Elite (HIA),2ms
177.38.5.240,5678,RU,Elite (HIA),1ms
43.153.173.244,55774,TH,Elite (HIA),1ms
202.165.38.185,1080,BR,Elite (HIA),1ms
77.46.153.185,4145,US,Elite (HIA),3ms
195.225.49.134,4153,RU,Elite (HIA),89ms
95.68.225.138,14883,BR,Elite (HIA),3ms
184.82.140.210,42140,US,Elite (HIA),83ms
186.211.166.1,4145,BR,Elite (HIA),1ms
142.4.8.1,24005,CO,Elite (HIA),1ms
95.142.40.99,1080,CN,Elite (HIA),2ms
177.125.161.223,44665,LU,Elite (HIA),25.0s
47.90.202.21,8088,IN,Elite (HIA),3ms
131.72.191.107,4153,US,Elite (HIA),5ms
181.129.52.155,5678,CN,Elite (HIA),2ms
106.15.193.237,48783,US,Elite (HIA),3ms
213.135.234.101,8899,US,Elite (HIA),82ms
103.112.254.33,5432,US,Elite (HIA),1ms
24.90.38.88,49322,IN,Elite (HIA),1ms
117.160.250.131,5432,UA,Elite (HIA),2ms
45.196.151.62,4145,ID,Elite (HIA),1ms
104.37.175.202,1080,TM,Elite (HIA),2ms
45.196.150.195,443,IN,Elite (HIA),1ms
45.126.168.81,4153,TH,Elite (HIA),2ms
37.221.146.138,5678,RU,Elite (HIA),1ms
202.159.107.209,5678,US,Elite (HIA),87ms
103.209.230.253,3629,US,Elite (HIA),2ms
175.101.18.25,63770,US,Elite (HIA),2ms
61.7.138.170,80,BR,Elite (HIA),7ms
37.230.154.121,12544,PE,Elite (HIA),2ms
64.90.54.17,33633,US,Elite (HIA),2ms
104.197.84.43,4153,CA,Elite (HIA),2ms
137.184.42.134,80,BZ,Elite (HIA),2ms
190.109.72.10,13335,ZA,Elite (HIA),3ms
181.66.37.134,80,ID,Elite (HIA),2ms
172.67.250.212,5678,SG,Elite (HIA),2ms
104.20.192.14,5678,SG,Elite (HIA),4ms
203.24.109.130,7497,RU,Elite (HIA),2ms
102.141.91.245,443,BR,Elite (HIA),3ms
36.89.11.81,8080,RU,Elite (HIA),85ms
188.166.231.167,80,ID,Elite (HIA),1ms
129.226.212.217,4145,ID,Elite (HIA),2ms
85.143.254.20,5678,CN,Elite (HIA),2ms
142.44.194.14,5678,FR,Elite (HIA),2ms
217.197.252.154,7312,DE,Elite (HIA),83ms
182.253.166.170,29483,ID,Elite (HIA),2ms
103.105.76.21,9050,CN,Elite (HIA),2ms
202.107.74.24,5678,CN,Elite (HIA),1ms
51.159.21.239,7890,CN,Elite (HIA),2ms
104.248.20.36,10800,FR,Elite (HIA),2ms
103.112.44.100,1080,RU,Elite (HIA),82ms
120.46.155.74,51181,DE,Elite (HIA),89ms
58.57.147.86,1080,IN,Elite (HIA),2ms
42.194.203.23,30002,US,Elite (HIA),86ms
62.138.0.171,4145,US,Elite (HIA),3ms
46.21.240.185,80,PL,Elite (HIA),2ms
80.240.20.183,10599,CN,Elite (HIA),2ms
103.105.40.13,44906,UA,Elite (HIA),6ms
34.120.231.30,8088,US,Elite (HIA),2ms
192.241.177.96,4153,FR,Elite (HIA),3ms
195.177.217.131,5678,ID,Elite (HIA),2ms
123.131.44.66,3128,ES,Elite (HIA),2ms
217.27.149.190,3128,BD,Elite (HIA),2ms
136.143.144.187,80,TW,Elite (HIA),2ms
93.19.123.228,13793,IN,Elite (HIA),2ms
36.90.105.11,1081,CN,Elite (HIA),2ms
81.184.13.123,4153,DE,Elite (HIA),2ms
103.117.109.1,33080,CN,Elite (HIA),3ms
125.228.77.228,50886,CN,Elite (HIA),1ms
103.76.190.33,8060,US,Elite (HIA),1ms
171.104.143.56,21212,AR,Elite (HIA),2ms
173.212.224.116,80,VG,Elite (HIA),1ms
101.75.92.236,5678,BR,Elite (HIA),2ms
27.184.136.182,80,EC,Elite (HIA),84ms
104.223.45.93,31337,GB,Elite (HIA),2ms
181.88.73.214,4145,CA,Elite (HIA),2ms
203.32.120.195,10301,IN,Elite (HIA),82ms
186.251.255.233,80,FR,Elite (HIA),2ms
45.70.237.133,1080,US,Elite (HIA),2ms
45.63.100.155,80,ID,Elite (HIA),79ms
104.20.198.49,14282,ID,Elite (HIA),1ms
103.47.93.227,4153,IR,Elite (HIA),2ms
173.245.49.27,443,ES,Elite (HIA),3ms
192.252.208.70,5678,ID,Elite (HIA),2ms
103.94.133.94,5678,BD,Elite (HIA),2ms
202.159.60.65,4153,RU,Elite (HIA),2ms
185.171.52.130,4153,US,Elite (HIA),2ms
109.167.83.209,8443,HN,Elite (HIA),2ms
103.94.133.90,9090,IR,Elite (HIA),82ms
203.76.117.74,8080,ID,Elite (HIA),83ms
193.203.61.35,4145,CN,Elite (HIA),2ms
67.149.165.201,5678,SK,Elite (HIA),3ms
200.115.188.52,7080,UA,Elite (HIA),2ms
80.191.169.69,39574,ID,Elite (HIA),1ms
182.253.159.115,44550,US,Elite (HIA),2ms
139.170.229.78,1080,IN,Elite (HIA),2ms
46.175.4.76,59874,IN,Elite (HIA),2ms
178.212.98.200,1080,KG,Elite (HIA),88ms
36.89.218.67,5678,PL,Elite (HIA),2ms
104.255.170.67,37545,IN,Elite (HIA),82ms
103.47.95.81,4153,DE,Elite (HIA),2ms
59.98.148.27,13579,IT,Elite (HIA),1ms
212.42.113.240,24940,CA,Elite (HIA),2ms
193.59.26.116,5678,ID,Elite (HIA),2ms
103.81.15.113,443,FR,Elite (HIA),1ms
138.201.192.217,1080,BR,Elite (HIA),2ms
109.73.184.254,15713,IR,Elite (HIA),1ms
43.130.199.69,5678,TH,Elite (HIA),3ms
202.55.175.237,4153,ID,Elite (HIA),2ms
51.15.201.113,4145,SG,Elite (HIA),6ms
187.94.253.213,4153,KR,Elite (HIA),26.4s
46.28.72.70,63997,US,Elite (HIA),3ms
1.0.163.213,51080,VN,Transparent (NOA),2ms
150.129.57.253,53887,MX,Elite (HIA),5ms
104.248.151.220,8080,UA,Elite (HIA),3ms
121.66.105.19,999,ID,Elite (HIA),2ms
50.63.26.13,49582,IT,Elite (HIA),1ms
115.76.248.226,443,DE,Elite (HIA),2ms
38.49.129.154,4145,ID,Elite (HIA),2ms
217.198.181.50,54321,RU,Elite (HIA),90ms
202.159.121.145,4153,ID,Elite (HIA),2ms
109.73.176.20,3629,DE,Elite (HIA),86ms
207.180.252.79,4153,BR,Elite (HIA),1ms
182.253.173.18,2016,US,Elite (HIA),2ms
176.123.56.58,2022,TH,Elite (HIA),2ms
103.79.96.205,15280,BA,Elite (HIA),82ms
139.59.128.40,8080,IN,Elite (HIA),2ms
131.108.118.27,5678,CA,Elite (HIA),6ms
24.147.144.221,4145,MD,Elite (HIA),1ms
180.183.140.141,80,ID,Elite (HIA),2ms
5.59.163.102,4153,TH,Elite (HIA),2ms
103.66.232.5,443,BD,Elite (HIA),5ms
104.20.125.124,4145,NL,Elite (HIA),2ms
37.75.112.35,8080,GB,Elite (HIA),2ms
202.159.35.121,5214,TH,Elite (HIA),1ms
183.89.114.143,80,CZ,Elite (HIA),2ms
182.160.125.148,4145,IN,Elite (HIA),2ms
51.15.12.224,4444,CA,Elite (HIA),2ms
185.162.228.170,4153,CA,Elite (HIA),2ms
118.173.73.118,26589,US,Elite (HIA),2ms
193.8.87.43,80,IR,Elite (HIA),2ms
103.60.138.2,443,ID,Elite (HIA),2ms
157.185.170.32,3629,US,Elite (HIA),1ms
104.18.251.208,4153,US,Elite (HIA),7ms
43.153.3.241,12551,UA,Elite (HIA),2ms
89.43.5.134,443,CN,Elite (HIA),2ms
36.90.59.221,5678,US,Elite (HIA),2ms
149.20.253.75,1080,SC,Elite (HIA),2ms
43.153.3.241,7497,AU,Elite (HIA),2ms
95.164.66.80,4145,NL,Elite (HIA),89ms
94.191.67.125,80,CA,Elite (HIA),2ms
199.192.28.108,30090,BR,Elite (HIA),2ms
197.234.13.55,80,US,Elite (HIA),1ms
1.0.0.4,52935,MY,Elite (HIA),1ms
109.236.84.101,443,CN,Elite (HIA),2ms
104.18.251.208,4145,BR,Elite (HIA),1ms
177.23.184.166,1080,CR,Elite (HIA),2ms
43.153.71.58,31337,GB,Elite (HIA),82ms
103.58.16.57,41037,BG,Elite (HIA),3ms
47.117.138.120,8080,RU,Elite (HIA),2ms
186.251.255.17,51372,US,Elite (HIA),2ms
168.228.51.197,5678,FR,Elite (HIA),3ms
167.99.80.74,443,KR,Elite (HIA),2ms
213.226.16.46,3629,BD,Elite (HIA),8ms
176.215.237.166,5566,CN,Elite (HIA),82ms
43.153.73.157,4145,BJ,Elite (HIA),3ms
162.12.217.70,1080,SG,Elite (HIA),1ms
125.141.139.197,39475,ID,Elite (HIA),1ms
43.239.75.145,443,ID,Elite (HIA),2ms
183.62.58.35,5678,DE,Elite (HIA),31.1s
41.85.189.66,4145,US,Elite (HIA),2ms
128.199.175.145,57335,DE,Elite (HIA),2ms
36.95.56.58,80,CN,Elite (HIA),82ms
36.90.62.85,39433,TH,Elite (HIA),2ms
178.254.18.11,8089,ES,Elite (HIA),90ms
34.102.179.21,4145,ID,Elite (HIA),3ms
176.9.32.90,5678,BD,Elite (HIA),2ms
183.164.243.135,4153,CN,Elite (HIA),2ms
180.183.34.110,15108,RU,Elite (HIA),1ms
194.48.151.217,38801,UA,Elite (HIA),1ms
182.253.141.88,10801,US,Elite (HIA),1ms
103.109.56.209,33429,PL,Elite (HIA),1ms
119.96.173.152,26589,IN,Elite (HIA),2ms
5.130.185.31,1088,CA,Elite (HIA),82ms
193.106.57.7,45639,IQ,Elite (HIA),2ms
157.185.160.74,80,UA,Elite (HIA),2ms
46.227.36.1,10801,KH,Elite (HIA),3ms
103.212.93.254,55774,UA,Elite (HIA),1ms
104.17.9.114,51080,BR,Elite (HIA),3ms
185.206.80.227,5678,VN,Elite (HIA),1ms
195.225.49.135,31337,BW,Elite (HIA),3ms
36.37.153.54,5678,BR,Elite (HIA),83ms
46.33.235.236,57932,CA,Elite (HIA),2ms
177.128.44.129,4153,ID,Elite (HIA),1ms
113.160.16.142,54395,KH,Elite (HIA),3ms
154.73.85.1,7878,US,Elite (HIA),83ms
177.91.83.116,1080,ES,Elite (HIA),2ms
51.79.87.144,10001,BA,Elite (HIA),1ms
202.6.233.59,42647,ID,Elite (HIA),2ms
36.37.180.59,8080,IN,Elite (HIA),1ms
156.239.144.149,5678,AL,Elite (HIA),1ms
185.66.59.251,52125,CN,Elite (HIA),2ms
87.250.109.174,8741,BR,Elite (HIA),2ms
112.78.128.10,38801,BR,Elite (HIA),83ms
139.59.84.117,4145,CN,Elite (HIA),2ms
109.69.0.247,52017,JP,Elite (HIA),1ms
119.186.73.105,1080,HK,Elite (HIA),2ms
138.97.2.198,38080,CN,Elite (HIA),1ms
131.0.87.225,13220,IN,Elite (HIA),2ms
113.231.150.20,1080,BD,Elite (HIA),2ms
47.74.18.0,8080,UA,Elite (HIA),2ms
43.128.3.115,36331,HK,Elite (HIA),2ms
120.238.19.2,5678,RU,Elite (HIA),2ms
103.254.175.181,1080,HK,Elite (HIA),2ms
103.115.255.145,4145,CG,Elite (HIA),2ms
193.93.19.161,62235,SG,Elite (HIA),2ms
202.153.91.165,4145,UA,Elite (HIA),1ms
87.249.212.26,7497,ID,Elite (HIA),1ms
152.32.215.158,4153,BR,Elite (HIA),1ms
102.64.116.97,4145,ID,Elite (HIA),1ms
188.166.231.51,4153,JP,Elite (HIA),84ms
91.225.166.198,443,US,Elite (HIA),2ms
119.18.152.140,13220,IN,Elite (HIA),2ms
177.12.177.242,57745,IN,Elite (HIA),2ms
202.159.30.153,7497,IQ,Elite (HIA),2ms
43.153.177.137,4145,EC,Elite (HIA),2ms
70.166.167.55,4153,CN,Elite (HIA),2ms
206.189.131.224,4145,SG,Elite (HIA),82ms
103.66.233.137,1080,PL,Elite (HIA),2ms
213.32.254.10,25218,BR,Elite (HIA),1ms
45.70.237.135,5678,IQ,Elite (HIA),3ms
113.71.148.10,7497,BR,Elite (HIA),2ms
104.248.158.78,4153,NL,Elite (HIA),2ms
193.34.45.179,5678,ID,Elite (HIA),2ms
138.94.92.26,80,TH,Elite (HIA),2ms
5.8.240.90,5678,RS,Elite (HIA),2ms
177.101.135.84,8080,CN,Elite (HIA),2ms
193.242.210.140,1080,IR,Elite (HIA),2ms
36.89.129.213,8060,ID,Elite (HIA),83ms
118.174.152.156,5678,BR,Elite (HIA),1ms
188.255.244.9,4145,SC,Elite (HIA),2ms
119.180.143.190,4145,FR,Elite (HIA),83ms
79.127.35.243,4145,BD,Elite (HIA),2ms
27.123.3.138,16379,ID,Elite (HIA),1ms
201.76.9.26,1080,FR,Elite (HIA),2ms
197.234.13.16,5678,BY,Elite (HIA),2ms
163.172.144.132,16379,HK,Elite (HIA),2ms
103.109.59.109,41455,IR,Elite (HIA),3ms
103.228.246.129,1081,PL,Elite (HIA),2ms
163.172.144.132,4153,IN,Elite (HIA),2ms
86.57.174.152,1080,BR,Elite (HIA),2ms
43.155.81.198,4673,RU,Elite (HIA),2ms
188.136.162.30,43573,IT,Elite (HIA),2ms
178.212.49.96,8080,PL,Elite (HIA),2ms
110.172.137.20,32456,US,Elite (HIA),86ms
177.87.230.29,5678,BR,Elite (HIA),1ms
31.13.33.4,37327,US,Elite (HIA),9ms
185.238.159.9,4145,UA,Elite (HIA),2ms
89.161.70.115,443,NG,Elite (HIA),1ms
192.163.200.80,60066,UA,Elite (HIA),2ms
168.205.217.58,5678,CL,Elite (HIA),1ms
43.153.52.155,3629,FR,Elite (HIA),2ms
46.35.249.189,3389,DE,Elite (HIA),24.1s
41.184.211.21,55583,US,Elite (HIA),1ms
178.158.197.147,64562,CA,Elite (HIA),2ms
170.150.159.18,46164,CN,Elite (HIA),2ms
51.38.27.158,80,CN,Elite (HIA),1ms
38.242.199.111,9002,ID,Elite (HIA),3ms
72.210.252.134,80,RU,Elite (HIA),1ms
104.16.25.216,5678,CA,Elite (HIA),3ms
61.133.66.69,8080,CN,Elite (HIA),2ms
218.2.112.243,80,SG,Elite (HIA),3ms
119.252.168.202,8080,RS,Elite (HIA),1ms
95.106.182.236,443,ID,Elite (HIA),1ms
104.16.105.146,1080,US,Elite (HIA),2ms
211.144.20.13,7497,HK,Elite (HIA),1ms
43.134.183.120,5678,BD,Elite (HIA),2ms
93.87.73.58,5555,TR,Elite (HIA),2ms
222.124.177.148,5678,PL,Elite (HIA),2ms
50.47.75.212,4145,US,Elite (HIA),2ms
8.218.205.195,13559,US,Elite (HIA),1ms
103.9.134.148,15082,US,Elite (HIA),3ms
185.169.181.22,10180,US,Elite (HIA),2ms
137.74.95.150,7497,SG,Elite (HIA),2ms
45.77.111.135,80,TH,Elite (HIA),2ms
216.107.129.214,80,FR,Elite (HIA),2ms
157.230.177.47,5678,MD,Elite (HIA),1ms
159.89.138.130,80,HK,Elite (HIA),86ms
34.64.4.99,5678,US,Elite (HIA),3ms
61.7.138.57,9999,US,Elite (HIA),2ms
51.254.32.143,80,CA,Elite (HIA),2ms
185.46.60.108,45776,MX,Elite (HIA),6ms
43.154.49.67,13335,SC,Elite (HIA),1ms
142.93.6.218,4153,RU,Elite (HIA),1ms
192.3.127.220,4145,TR,Elite (HIA),2ms
104.24.206.207,3128,ES,Elite (HIA),2ms
187.189.81.144,3128,JP,Elite (HIA),4ms
197.234.13.44,20537,AR,Elite (HIA),3ms
194.79.44.158,41379,KR,Elite (HIA),1ms
185.220.226.108,7071,US,Elite (HIA),2ms
185.220.87.150,5678,FR,Elite (HIA),25.5s
140.83.52.96,8080,US,Elite (HIA),2ms
181.102.23.78,31143,TH,Transparent (NOA),2ms
121.141.50.246,11537,CL,Elite (HIA),2ms
159.223.118.43,4145,SG,Elite (HIA),2ms
